location,movie,year,lat,lon
Kyiv Ukraine,Questions ,2012,50.4500644,30.5241037
Ukraine,Ruhm ,2012,49.4871968,31.2718321
Ukraine,Rzhevskiy protiv Napoleona ,2012,49.4871968,31.2718321
Kiev Ukraine,Salvation for the Lost ,2012,50.4500644,30.5241037
Odessa Ukraine,Salvation for the Lost ,2012,46.4852419,30.7433894
Donetsk Ukraine,Samiy voenniy film ,2012,48.0158753,37.8013407
Balaklava Crimea Ukraine,Soldiers of Fortune ,2012,45.0085905,34.0655523
Crimea Ukraine,Soldiers of Fortune ,2012,50.4505946,30.5214288
Yalta Crimea Ukraine,Soldiers of Fortune ,2012,44.4970713,34.1586871
Kiev Region Ukraine,Silttyj unelmia ,2012,50.457193,30.505085
Donetsk Ukraine,The Born Defecation ,2012,48.0158753,37.8013407
Donetsk National University Donetsk Ukraine,The Born Defecation ,2012,48.00503605,37.7973822509983
Donetsk Ukraine,The Prisoners Dilemma ,2012,48.0158753,37.8013407
Donetsk National University Donetsk Ukraine,The Prisoners Dilemma ,2012,48.00503605,37.7973822509983
Matrosova str. Donetsk Ukraine,The Prisoners Dilemma ,2012,47.1097859,37.5176387
Kiev Ukraine,Toxic Camera ,2012,50.4500644,30.5241037
Kiev Ukraine,Ultrakorotokoe kino IK-10 ,2012,50.4500644,30.5241037
Donetsk Ukraine,Ultrakorotokoe kino IK-10 ,2012,48.0158753,37.8013407
Kharkiv Ukraine,V sleduyushchiy raz ,2012,49.99142545,36.2722660718121
Ukraine,What Happened Here? ,2012,49.4871968,31.2718321
Chernobyl Ukraine,Yaderni wydhody ,2012,51.2705259,30.2194322
Ukraine,Yulia: Tymoshensko. ,2012,49.4871968,31.2718321
Donetsk Ukraine,Zero Sum Game ,2012,48.0158753,37.8013407
Donetsk National University Donetsk Ukraine,Zero Sum Game ,2012,48.00503605,37.7973822509983
Olympic Stadium Kiev Ukraine,2012 UEFA European Football Championship ,2012,50.4335445,30.5213369327756
