location,movie,year,lat,lon
Ukraine,This Place We Call Our Home ,2015,49.4871968,31.2718321
Kyiv Ukraine,Ukrayins'ka revolyutsiya za spohadamy Vsevoloda Petriva ,2015,50.4500644,30.5241037
Lviv Ukraine,Ukrayins'ka revolyutsiya za spohadamy Vsevoloda Petriva ,2015,49.841952,24.0315921
Donetsk National University Donetsk Ukraine,Vinnitsa ,2015,48.00503605,37.7973822509983
Kristal Building Vinnytsia Ukraine,Vinnitsa ,2015,49.2242641,28.4277918984125
Donetsk Ukraine,Vinnitsa ,2015,48.0158753,37.8013407
Vinnytsia Ukraine,Vinnitsa ,2015,49.2320162,28.467975
Vinnytsia Ukraine,Vypusk DonNU u Vinnytsi ,2015,49.2320162,28.467975
Donetsk National University Donetsk Ukraine,Vypusk DonNU u Vinnytsi ,2015,48.00503605,37.7973822509983
Kristal Building Vinnytsia Ukraine,Vypusk DonNU u Vinnytsi ,2015,49.2242641,28.4277918984125
Kiev Ukraine,Winter on Fire: Ukraine's Fight for Freedom ,2015,50.4500644,30.5241037
Ukraine,Winter on Fire: Ukraine's Fight for Freedom ,2015,49.4871968,31.2718321
Kiev Ukraine,Dva plyus dva ,2015,50.4500644,30.5241037
Kiev Ukraine,Dva plyus dva ,2015,50.4500644,30.5241037
Kiev Ukraine,Dva plyus dva ,2015,50.4500644,30.5241037
Kiev Ukraine,Dva plyus dva ,2015,50.4500644,30.5241037
Vinnytsia Ukraine,Egg Cetera ,2015,49.2320162,28.467975
Donetsk Ukraine,Egg Cetera ,2015,48.0158753,37.8013407
Vinnytsia Ukraine,Egg Cetera ,2015,49.2320162,28.467975
Vinnytsia Ukraine,Egg Cetera ,2015,49.2320162,28.467975
Donetsk Ukraine,Egg Cetera ,2015,48.0158753,37.8013407
Vinnytsia Ukraine,Egg Cetera ,2015,49.2320162,28.467975
Vinnytsia Ukraine,Egg Cetera ,2015,49.2320162,28.467975
Vinnytsia Ukraine,Egg Cetera ,2015,49.2320162,28.467975
Ukraine,Football Freestyler 2 ,2015,49.4871968,31.2718321
